category,question,answer,original_question
admission,savoir quels documents fournir,"Documents requis pour l'inscription :
- CV à jour
- Lettre de motivation
- Copies certifiées des diplômes à partir du Baccalauréat et les relevés de notes
- Document d'identité
- des Photos d'identité récente
- Extrait de naissance et tout autre document spécifique selon la formation",quels documents fournir
admission,calendrier admissions?,"Les admissions sont ouvertes deux fois par an :
- Session principale : Septembre
- Session secondaire : Janvier",calendrier des admissions
admission,calendrier admissions !,"Les admissions sont ouvertes deux fois par an :
- Session principale : Septembre
- Session secondaire : Janvier",calendrier des admissions
admission,calendrier admissions,"Les admissions sont ouvertes deux fois par an :
- Session principale : Septembre
- Session secondaire : Janvier",calendrier des admissions
admission,je veux savoir calendrier admissions,"Les admissions sont ouvertes deux fois par an :
- Session principale : Septembre
- Session secondaire : Janvier",calendrier des admissions
admission,j'aimerais connaître calendrier admissions,"Les admissions sont ouvertes deux fois par an :
- Session principale : Septembre
- Session secondaire : Janvier",calendrier des admissions
admission,savoir calendrier admissions,"Les admissions sont ouvertes deux fois par an :
- Session principale : Septembre
- Session secondaire : Janvier",calendrier des admissions
admission,savoir test entrée,"Le test d'entrée évalue les compétences de base en culture générale, logique et selon la formation, en informatique.",test d'entrée
admission,test entrée !,"Le test d'entrée évalue les compétences de base en culture générale, logique et selon la formation, en informatique.",test d'entrée
admission,j'aimerais connaître test entrée,"Le test d'entrée évalue les compétences de base en culture générale, logique et selon la formation, en informatique.",test d'entrée
admission,test entrée,"Le test d'entrée évalue les compétences de base en culture générale, logique et selon la formation, en informatique.",test d'entrée
admission,je veux savoir test entrée,"Le test d'entrée évalue les compétences de base en culture générale, logique et selon la formation, en informatique.",test d'entrée
admission,test entrée?,"Le test d'entrée évalue les compétences de base en culture générale, logique et selon la formation, en informatique.",test d'entrée
admission,savoir entretien motivationnel,"L'entretien permet d'évaluer votre motivation, votre projet professionnel et votre adéquation avec la formation choisie.",entretien motivationnel
admission,j'aimerais connaître entretien motivationnel,"L'entretien permet d'évaluer votre motivation, votre projet professionnel et votre adéquation avec la formation choisie.",entretien motivationnel
admission,entretien motivationnel,"L'entretien permet d'évaluer votre motivation, votre projet professionnel et votre adéquation avec la formation choisie.",entretien motivationnel
admission,entretien motivationnel?,"L'entretien permet d'évaluer votre motivation, votre projet professionnel et votre adéquation avec la formation choisie.",entretien motivationnel
admission,je veux savoir entretien motivationnel,"L'entretien permet d'évaluer votre motivation, votre projet professionnel et votre adéquation avec la formation choisie.",entretien motivationnel
admission,entretien motivationnel !,"L'entretien permet d'évaluer votre motivation, votre projet professionnel et votre adéquation avec la formation choisie.",entretien motivationnel
admission,j'aimerais connaître admission titre,"L'admission sur titre est possible pour les candidats titulaires d'un diplôme équivalent, sans passer le test d'entrée.",admission sur titre
admission,savoir admission titre,"L'admission sur titre est possible pour les candidats titulaires d'un diplôme équivalent, sans passer le test d'entrée.",admission sur titre
admission,admission titre !,"L'admission sur titre est possible pour les candidats titulaires d'un diplôme équivalent, sans passer le test d'entrée.",admission sur titre
admission,admission titre,"L'admission sur titre est possible pour les candidats titulaires d'un diplôme équivalent, sans passer le test d'entrée.",admission sur titre
admission,admission titre?,"L'admission sur titre est possible pour les candidats titulaires d'un diplôme équivalent, sans passer le test d'entrée.",admission sur titre
admission,je veux savoir admission titre,"L'admission sur titre est possible pour les candidats titulaires d'un diplôme équivalent, sans passer le test d'entrée.",admission sur titre
admission,je veux savoir délai traitement dossiers,Le traitement des dossiers d'admission prend généralement 2 à 3 semaines après le dépôt complet.,délai de traitement des dossiers
admission,j'aimerais connaître délai traitement dossiers,Le traitement des dossiers d'admission prend généralement 2 à 3 semaines après le dépôt complet.,délai de traitement des dossiers
admission,délai traitement dossiers !,Le traitement des dossiers d'admission prend généralement 2 à 3 semaines après le dépôt complet.,délai de traitement des dossiers
admission,savoir délai traitement dossiers,Le traitement des dossiers d'admission prend généralement 2 à 3 semaines après le dépôt complet.,délai de traitement des dossiers
admission,délai traitement dossiers?,Le traitement des dossiers d'admission prend généralement 2 à 3 semaines après le dépôt complet.,délai de traitement des dossiers
admission,délai traitement dossiers,Le traitement des dossiers d'admission prend généralement 2 à 3 semaines après le dépôt complet.,délai de traitement des dossiers
contact,j'aimerais connaître vous contacter,"Nous disposons de plusieurs moyens pour nous contacter :
- Email : urbain.traore@ujkz.fr
- Téléphone : (+226) 63 37 52 57 (lun-ven 9h-18h)
- Chat en direct sur notre site
- Réseaux sociaux :https://www.ujkz.bf/ifoad/
- Formulaire de contact en ligne",comment vous contacter
contact,savoir vous contacter,"Nous disposons de plusieurs moyens pour nous contacter :
- Email : urbain.traore@ujkz.fr
- Téléphone : (+226) 63 37 52 57 (lun-ven 9h-18h)
- Chat en direct sur notre site
- Réseaux sociaux :https://www.ujkz.bf/ifoad/
- Formulaire de contact en ligne",comment vous contacter
contact,vous contacter,"Nous disposons de plusieurs moyens pour nous contacter :
- Email : urbain.traore@ujkz.fr
- Téléphone : (+226) 63 37 52 57 (lun-ven 9h-18h)
- Chat en direct sur notre site
- Réseaux sociaux :https://www.ujkz.bf/ifoad/
- Formulaire de contact en ligne",comment vous contacter
contact,vous contacter !,"Nous disposons de plusieurs moyens pour nous contacter :
- Email : urbain.traore@ujkz.fr
- Téléphone : (+226) 63 37 52 57 (lun-ven 9h-18h)
- Chat en direct sur notre site
- Réseaux sociaux :https://www.ujkz.bf/ifoad/
- Formulaire de contact en ligne",comment vous contacter
contact,vous contacter?,"Nous disposons de plusieurs moyens pour nous contacter :
- Email : urbain.traore@ujkz.fr
- Téléphone : (+226) 63 37 52 57 (lun-ven 9h-18h)
- Chat en direct sur notre site
- Réseaux sociaux :https://www.ujkz.bf/ifoad/
- Formulaire de contact en ligne",comment vous contacter
contact,je veux savoir vous contacter,"Nous disposons de plusieurs moyens pour nous contacter :
- Email : urbain.traore@ujkz.fr
- Téléphone : (+226) 63 37 52 57 (lun-ven 9h-18h)
- Chat en direct sur notre site
- Réseaux sociaux :https://www.ujkz.bf/ifoad/
- Formulaire de contact en ligne",comment vous contacter
contact,savoir adresse ifoad ujkz,"IFOAD-UJKZ
03 BP 7130 Ouaga 03
Kadiogo Burkina Faso",adresse ifoad ujkz
contact,j'aimerais connaître adresse ifoad ujkz,"IFOAD-UJKZ
03 BP 7130 Ouaga 03
Kadiogo Burkina Faso",adresse ifoad ujkz
contact,adresse ifoad ujkz !,"IFOAD-UJKZ
03 BP 7130 Ouaga 03
Kadiogo Burkina Faso",adresse ifoad ujkz
contact,adresse ifoad ujkz?,"IFOAD-UJKZ
03 BP 7130 Ouaga 03
Kadiogo Burkina Faso",adresse ifoad ujkz
contact,adresse ifoad ujkz,"IFOAD-UJKZ
03 BP 7130 Ouaga 03
Kadiogo Burkina Faso",adresse ifoad ujkz
contact,je veux savoir adresse ifoad ujkz,"IFOAD-UJKZ
03 BP 7130 Ouaga 03
Kadiogo Burkina Faso",adresse ifoad ujkz
contact,horaires ouverture,"Notre service client est disponible :
- Lundi au vendredi : 8h-18h
- Samedi : 8h-12h
- Urgences pédagogiques : 7j/7 via la plateforme",horaires d'ouverture
contact,horaires ouverture !,"Notre service client est disponible :
- Lundi au vendredi : 8h-18h
- Samedi : 8h-12h
- Urgences pédagogiques : 7j/7 via la plateforme",horaires d'ouverture
contact,horaires ouverture?,"Notre service client est disponible :
- Lundi au vendredi : 8h-18h
- Samedi : 8h-12h
- Urgences pédagogiques : 7j/7 via la plateforme",horaires d'ouverture
contact,je veux savoir horaires ouverture,"Notre service client est disponible :
- Lundi au vendredi : 8h-18h
- Samedi : 8h-12h
- Urgences pédagogiques : 7j/7 via la plateforme",horaires d'ouverture
contact,j'aimerais connaître horaires ouverture,"Notre service client est disponible :
- Lundi au vendredi : 8h-18h
- Samedi : 8h-12h
- Urgences pédagogiques : 7j/7 via la plateforme",horaires d'ouverture
contact,savoir horaires ouverture,"Notre service client est disponible :
- Lundi au vendredi : 8h-18h
- Samedi : 8h-12h
- Urgences pédagogiques : 7j/7 via la plateforme",horaires d'ouverture
contact,responsable pédagogique,"Dr. Urbain Traoré - Responsable Pédagogique
Email : urbain.traore@ujkz.fr",responsable pédagogique
contact,responsable pédagogique?,"Dr. Urbain Traoré - Responsable Pédagogique
Email : urbain.traore@ujkz.fr",responsable pédagogique
contact,responsable pédagogique !,"Dr. Urbain Traoré - Responsable Pédagogique
Email : urbain.traore@ujkz.fr",responsable pédagogique
contact,je veux savoir responsable pédagogique,"Dr. Urbain Traoré - Responsable Pédagogique
Email : urbain.traore@ujkz.fr",responsable pédagogique
contact,savoir responsable pédagogique,"Dr. Urbain Traoré - Responsable Pédagogique
Email : urbain.traore@ujkz.fr",responsable pédagogique
contact,j'aimerais connaître responsable pédagogique,"Dr. Urbain Traoré - Responsable Pédagogique
Email : urbain.traore@ujkz.fr",responsable pédagogique
contact,service administratif?,Pour les questions administratives : admin.ifoad@ujkz.fr,service administratif
contact,savoir service administratif,Pour les questions administratives : admin.ifoad@ujkz.fr,service administratif
contact,j'aimerais connaître service administratif,Pour les questions administratives : admin.ifoad@ujkz.fr,service administratif
contact,service administratif,Pour les questions administratives : admin.ifoad@ujkz.fr,service administratif
contact,je veux savoir service administratif,Pour les questions administratives : admin.ifoad@ujkz.fr,service administratif
contact,service administratif !,Pour les questions administratives : admin.ifoad@ujkz.fr,service administratif
contact,service technique,Support technique plateforme : support.ifoad@ujkz.fr,service technique
contact,je veux savoir service technique,Support technique plateforme : support.ifoad@ujkz.fr,service technique
contact,service technique !,Support technique plateforme : support.ifoad@ujkz.fr,service technique
contact,j'aimerais connaître service technique,Support technique plateforme : support.ifoad@ujkz.fr,service technique
contact,savoir service technique,Support technique plateforme : support.ifoad@ujkz.fr,service technique
contact,service technique?,Support technique plateforme : support.ifoad@ujkz.fr,service technique
contact,réseaux sociaux?,"Suivez-nous sur :
- Facebook : IFOAD UJKZ
- LinkedIn : IFOAD Université Joseph Ki-Zerbo
- Twitter : @IFOAD_UJKZ",réseaux sociaux
contact,je veux savoir réseaux sociaux,"Suivez-nous sur :
- Facebook : IFOAD UJKZ
- LinkedIn : IFOAD Université Joseph Ki-Zerbo
- Twitter : @IFOAD_UJKZ",réseaux sociaux
contact,j'aimerais connaître réseaux sociaux,"Suivez-nous sur :
- Facebook : IFOAD UJKZ
- LinkedIn : IFOAD Université Joseph Ki-Zerbo
- Twitter : @IFOAD_UJKZ",réseaux sociaux
contact,réseaux sociaux !,"Suivez-nous sur :
- Facebook : IFOAD UJKZ
- LinkedIn : IFOAD Université Joseph Ki-Zerbo
- Twitter : @IFOAD_UJKZ",réseaux sociaux
contact,réseaux sociaux,"Suivez-nous sur :
- Facebook : IFOAD UJKZ
- LinkedIn : IFOAD Université Joseph Ki-Zerbo
- Twitter : @IFOAD_UJKZ",réseaux sociaux
contact,savoir réseaux sociaux,"Suivez-nous sur :
- Facebook : IFOAD UJKZ
- LinkedIn : IFOAD Université Joseph Ki-Zerbo
- Twitter : @IFOAD_UJKZ",réseaux sociaux
pédagogie,je veux savoir déroulent cours,"Nos formations sont 100% en ligne avec :
- Vidéos pédagogiques accessibles 24h/24
- Classes virtuelles en direct avec les professeurs
- Exercices pratiques et études de cas
- Support individualisé des tuteurs
- Projets collaboratifs en groupe",comment se déroulent les cours
pédagogie,déroulent cours,"Nos formations sont 100% en ligne avec :
- Vidéos pédagogiques accessibles 24h/24
- Classes virtuelles en direct avec les professeurs
- Exercices pratiques et études de cas
- Support individualisé des tuteurs
- Projets collaboratifs en groupe",comment se déroulent les cours
pédagogie,déroulent cours?,"Nos formations sont 100% en ligne avec :
- Vidéos pédagogiques accessibles 24h/24
- Classes virtuelles en direct avec les professeurs
- Exercices pratiques et études de cas
- Support individualisé des tuteurs
- Projets collaboratifs en groupe",comment se déroulent les cours
pédagogie,savoir déroulent cours,"Nos formations sont 100% en ligne avec :
- Vidéos pédagogiques accessibles 24h/24
- Classes virtuelles en direct avec les professeurs
- Exercices pratiques et études de cas
- Support individualisé des tuteurs
- Projets collaboratifs en groupe",comment se déroulent les cours
pédagogie,j'aimerais connaître déroulent cours,"Nos formations sont 100% en ligne avec :
- Vidéos pédagogiques accessibles 24h/24
- Classes virtuelles en direct avec les professeurs
- Exercices pratiques et études de cas
- Support individualisé des tuteurs
- Projets collaboratifs en groupe",comment se déroulent les cours
pédagogie,déroulent cours !,"Nos formations sont 100% en ligne avec :
- Vidéos pédagogiques accessibles 24h/24
- Classes virtuelles en direct avec les professeurs
- Exercices pratiques et études de cas
- Support individualisé des tuteurs
- Projets collaboratifs en groupe",comment se déroulent les cours
pédagogie,savoir modalités enseignement,"L'enseignement mixe asynchrone (vidéos, ressources) et synchrone (classes virtuelles). Un tuteur dédié suit votre progression.",modalités d'enseignement
pédagogie,modalités enseignement !,"L'enseignement mixe asynchrone (vidéos, ressources) et synchrone (classes virtuelles). Un tuteur dédié suit votre progression.",modalités d'enseignement
pédagogie,je veux savoir modalités enseignement,"L'enseignement mixe asynchrone (vidéos, ressources) et synchrone (classes virtuelles). Un tuteur dédié suit votre progression.",modalités d'enseignement
pédagogie,modalités enseignement?,"L'enseignement mixe asynchrone (vidéos, ressources) et synchrone (classes virtuelles). Un tuteur dédié suit votre progression.",modalités d'enseignement
pédagogie,modalités enseignement,"L'enseignement mixe asynchrone (vidéos, ressources) et synchrone (classes virtuelles). Un tuteur dédié suit votre progression.",modalités d'enseignement
pédagogie,j'aimerais connaître modalités enseignement,"L'enseignement mixe asynchrone (vidéos, ressources) et synchrone (classes virtuelles). Un tuteur dédié suit votre progression.",modalités d'enseignement
pédagogie,examens présentiel,"Oui, il y a quelques examens en présentiel, mais la plupart des examens peuvent être passés à distance sous surveillance virtuelle. Des centres d'examen sont disponibles dans les grandes villes pour ceux qui préfèrent le présentiel.",y a t il des examens en présentiel
pédagogie,j'aimerais connaître examens présentiel,"Oui, il y a quelques examens en présentiel, mais la plupart des examens peuvent être passés à distance sous surveillance virtuelle. Des centres d'examen sont disponibles dans les grandes villes pour ceux qui préfèrent le présentiel.",y a t il des examens en présentiel
pédagogie,savoir examens présentiel,"Oui, il y a quelques examens en présentiel, mais la plupart des examens peuvent être passés à distance sous surveillance virtuelle. Des centres d'examen sont disponibles dans les grandes villes pour ceux qui préfèrent le présentiel.",y a t il des examens en présentiel
pédagogie,examens présentiel !,"Oui, il y a quelques examens en présentiel, mais la plupart des examens peuvent être passés à distance sous surveillance virtuelle. Des centres d'examen sont disponibles dans les grandes villes pour ceux qui préfèrent le présentiel.",y a t il des examens en présentiel
pédagogie,je veux savoir examens présentiel,"Oui, il y a quelques examens en présentiel, mais la plupart des examens peuvent être passés à distance sous surveillance virtuelle. Des centres d'examen sont disponibles dans les grandes villes pour ceux qui préfèrent le présentiel.",y a t il des examens en présentiel
pédagogie,examens présentiel?,"Oui, il y a quelques examens en présentiel, mais la plupart des examens peuvent être passés à distance sous surveillance virtuelle. Des centres d'examen sont disponibles dans les grandes villes pour ceux qui préfèrent le présentiel.",y a t il des examens en présentiel
pédagogie,savoir suivi pédagogique,Chaque étudiant bénéficie d'un tuteur référent qui assure un suivi personnalisé et répond à ses questions sous 24h.,suivi pédagogique
pédagogie,j'aimerais connaître suivi pédagogique,Chaque étudiant bénéficie d'un tuteur référent qui assure un suivi personnalisé et répond à ses questions sous 24h.,suivi pédagogique
pédagogie,je veux savoir suivi pédagogique,Chaque étudiant bénéficie d'un tuteur référent qui assure un suivi personnalisé et répond à ses questions sous 24h.,suivi pédagogique
pédagogie,suivi pédagogique !,Chaque étudiant bénéficie d'un tuteur référent qui assure un suivi personnalisé et répond à ses questions sous 24h.,suivi pédagogique
pédagogie,suivi pédagogique?,Chaque étudiant bénéficie d'un tuteur référent qui assure un suivi personnalisé et répond à ses questions sous 24h.,suivi pédagogique
pédagogie,suivi pédagogique,Chaque étudiant bénéficie d'un tuteur référent qui assure un suivi personnalisé et répond à ses questions sous 24h.,suivi pédagogique
pédagogie,savoir plateforme enseignement,Nous utilisons la plateforme Moodle enrichie d'outils collaboratifs pour un apprentissage optimal.,plateforme d'enseignement
pédagogie,j'aimerais connaître plateforme enseignement,Nous utilisons la plateforme Moodle enrichie d'outils collaboratifs pour un apprentissage optimal.,plateforme d'enseignement
pédagogie,je veux savoir plateforme enseignement,Nous utilisons la plateforme Moodle enrichie d'outils collaboratifs pour un apprentissage optimal.,plateforme d'enseignement
pédagogie,plateforme enseignement,Nous utilisons la plateforme Moodle enrichie d'outils collaboratifs pour un apprentissage optimal.,plateforme d'enseignement
pédagogie,plateforme enseignement !,Nous utilisons la plateforme Moodle enrichie d'outils collaboratifs pour un apprentissage optimal.,plateforme d'enseignement
pédagogie,plateforme enseignement?,Nous utilisons la plateforme Moodle enrichie d'outils collaboratifs pour un apprentissage optimal.,plateforme d'enseignement
pédagogie,charge travail,La charge de travail est estimée à 15-20 heures par semaine pour les formations diplômantes.,charge de travail
pédagogie,je veux savoir charge travail,La charge de travail est estimée à 15-20 heures par semaine pour les formations diplômantes.,charge de travail
pédagogie,j'aimerais connaître charge travail,La charge de travail est estimée à 15-20 heures par semaine pour les formations diplômantes.,charge de travail
pédagogie,charge travail?,La charge de travail est estimée à 15-20 heures par semaine pour les formations diplômantes.,charge de travail
pédagogie,charge travail !,La charge de travail est estimée à 15-20 heures par semaine pour les formations diplômantes.,charge de travail
pédagogie,savoir charge travail,La charge de travail est estimée à 15-20 heures par semaine pour les formations diplômantes.,charge de travail
pédagogie,savoir évaluation apprentissages,"L'évaluation se fait par : contrôles continus, projets, examens finaux et participation aux activités pédagogiques.",évaluation des apprentissages
pédagogie,j'aimerais connaître évaluation apprentissages,"L'évaluation se fait par : contrôles continus, projets, examens finaux et participation aux activités pédagogiques.",évaluation des apprentissages
pédagogie,évaluation apprentissages,"L'évaluation se fait par : contrôles continus, projets, examens finaux et participation aux activités pédagogiques.",évaluation des apprentissages
pédagogie,évaluation apprentissages !,"L'évaluation se fait par : contrôles continus, projets, examens finaux et participation aux activités pédagogiques.",évaluation des apprentissages
pédagogie,je veux savoir évaluation apprentissages,"L'évaluation se fait par : contrôles continus, projets, examens finaux et participation aux activités pédagogiques.",évaluation des apprentissages
pédagogie,évaluation apprentissages?,"L'évaluation se fait par : contrôles continus, projets, examens finaux et participation aux activités pédagogiques.",évaluation des apprentissages
pédagogie,je veux savoir ressources pédagogiques,"Vidéos, PDF interactifs, quiz, forums de discussion, bibliothèque numérique et études de cas pratiques.",ressources pédagogiques
pédagogie,ressources pédagogiques !,"Vidéos, PDF interactifs, quiz, forums de discussion, bibliothèque numérique et études de cas pratiques.",ressources pédagogiques
pédagogie,savoir ressources pédagogiques,"Vidéos, PDF interactifs, quiz, forums de discussion, bibliothèque numérique et études de cas pratiques.",ressources pédagogiques
pédagogie,ressources pédagogiques,"Vidéos, PDF interactifs, quiz, forums de discussion, bibliothèque numérique et études de cas pratiques.",ressources pédagogiques
pédagogie,ressources pédagogiques?,"Vidéos, PDF interactifs, quiz, forums de discussion, bibliothèque numérique et études de cas pratiques.",ressources pédagogiques
pédagogie,j'aimerais connaître ressources pédagogiques,"Vidéos, PDF interactifs, quiz, forums de discussion, bibliothèque numérique et études de cas pratiques.",ressources pédagogiques
pédagogie,j'aimerais connaître travaux groupe,Les travaux de groupe sont encouragés pour développer l'esprit d'équipe et les compétences collaboratives.,travaux de groupe
pédagogie,savoir travaux groupe,Les travaux de groupe sont encouragés pour développer l'esprit d'équipe et les compétences collaboratives.,travaux de groupe
pédagogie,je veux savoir travaux groupe,Les travaux de groupe sont encouragés pour développer l'esprit d'équipe et les compétences collaboratives.,travaux de groupe
pédagogie,travaux groupe,Les travaux de groupe sont encouragés pour développer l'esprit d'équipe et les compétences collaboratives.,travaux de groupe
pédagogie,travaux groupe !,Les travaux de groupe sont encouragés pour développer l'esprit d'équipe et les compétences collaboratives.,travaux de groupe
pédagogie,travaux groupe?,Les travaux de groupe sont encouragés pour développer l'esprit d'équipe et les compétences collaboratives.,travaux de groupe
pédagogie,stage entreprise?,Un stage en entreprise est obligatoire en fin de licence et de master pour une immersion professionnelle.,stage en entreprise
pédagogie,j'aimerais connaître stage entreprise,Un stage en entreprise est obligatoire en fin de licence et de master pour une immersion professionnelle.,stage en entreprise
pédagogie,savoir stage entreprise,Un stage en entreprise est obligatoire en fin de licence et de master pour une immersion professionnelle.,stage en entreprise
pédagogie,stage entreprise,Un stage en entreprise est obligatoire en fin de licence et de master pour une immersion professionnelle.,stage en entreprise
pédagogie,stage entreprise !,Un stage en entreprise est obligatoire en fin de licence et de master pour une immersion professionnelle.,stage en entreprise
pédagogie,je veux savoir stage entreprise,Un stage en entreprise est obligatoire en fin de licence et de master pour une immersion professionnelle.,stage en entreprise
Historique,quelle année ifoad jour?,"L'Institut de Formations Ouverte à Distance a été créé dans le cadre du Plan stratégique 2013-2020 de l'Université Thomas Sankara (UTS), anciennement Université Ouaga II.
 Cette initiative visait à diversifier l'offre de formation de l'université en utilisant les technologies de l'information et de la communication pour offrir des formations à distance, tant diplômantes que certifiantes.
 Le projet a été initié par l'UTS et a bénéficié du soutien des expériences individuelles d'enseignants depuis 2010. ",en quelle année ifoad a vu le jour ?
Historique,donne moi année ifoad jour,"L'Institut de Formations Ouverte à Distance a été créé dans le cadre du Plan stratégique 2013-2020 de l'Université Thomas Sankara (UTS), anciennement Université Ouaga II.
 Cette initiative visait à diversifier l'offre de formation de l'université en utilisant les technologies de l'information et de la communication pour offrir des formations à distance, tant diplômantes que certifiantes.
 Le projet a été initié par l'UTS et a bénéficié du soutien des expériences individuelles d'enseignants depuis 2010. ",en quelle année ifoad a vu le jour ?
Historique,quel année ifoad jour,"L'Institut de Formations Ouverte à Distance a été créé dans le cadre du Plan stratégique 2013-2020 de l'Université Thomas Sankara (UTS), anciennement Université Ouaga II.
 Cette initiative visait à diversifier l'offre de formation de l'université en utilisant les technologies de l'information et de la communication pour offrir des formations à distance, tant diplômantes que certifiantes.
 Le projet a été initié par l'UTS et a bénéficié du soutien des expériences individuelles d'enseignants depuis 2010. ",en quelle année ifoad a vu le jour ?
Historique,quelle année ifoad jour !,"L'Institut de Formations Ouverte à Distance a été créé dans le cadre du Plan stratégique 2013-2020 de l'Université Thomas Sankara (UTS), anciennement Université Ouaga II.
 Cette initiative visait à diversifier l'offre de formation de l'université en utilisant les technologies de l'information et de la communication pour offrir des formations à distance, tant diplômantes que certifiantes.
 Le projet a été initié par l'UTS et a bénéficié du soutien des expériences individuelles d'enseignants depuis 2010. ",en quelle année ifoad a vu le jour ?
Historique,quelle année ifoad jour,"L'Institut de Formations Ouverte à Distance a été créé dans le cadre du Plan stratégique 2013-2020 de l'Université Thomas Sankara (UTS), anciennement Université Ouaga II.
 Cette initiative visait à diversifier l'offre de formation de l'université en utilisant les technologies de l'information et de la communication pour offrir des formations à distance, tant diplômantes que certifiantes.
 Le projet a été initié par l'UTS et a bénéficié du soutien des expériences individuelles d'enseignants depuis 2010. ",en quelle année ifoad a vu le jour ?
Historique,quel est le année ifoad jour,"L'Institut de Formations Ouverte à Distance a été créé dans le cadre du Plan stratégique 2013-2020 de l'Université Thomas Sankara (UTS), anciennement Université Ouaga II.
 Cette initiative visait à diversifier l'offre de formation de l'université en utilisant les technologies de l'information et de la communication pour offrir des formations à distance, tant diplômantes que certifiantes.
 Le projet a été initié par l'UTS et a bénéficié du soutien des expériences individuelles d'enseignants depuis 2010. ",en quelle année ifoad a vu le jour ?
Historique,je veux savoir quelle année ifoad jour,"L'Institut de Formations Ouverte à Distance a été créé dans le cadre du Plan stratégique 2013-2020 de l'Université Thomas Sankara (UTS), anciennement Université Ouaga II.
 Cette initiative visait à diversifier l'offre de formation de l'université en utilisant les technologies de l'information et de la communication pour offrir des formations à distance, tant diplômantes que certifiantes.
 Le projet a été initié par l'UTS et a bénéficié du soutien des expériences individuelles d'enseignants depuis 2010. ",en quelle année ifoad a vu le jour ?
Historique,j'aimerais connaître quelle année ifoad jour,"L'Institut de Formations Ouverte à Distance a été créé dans le cadre du Plan stratégique 2013-2020 de l'Université Thomas Sankara (UTS), anciennement Université Ouaga II.
 Cette initiative visait à diversifier l'offre de formation de l'université en utilisant les technologies de l'information et de la communication pour offrir des formations à distance, tant diplômantes que certifiantes.
 Le projet a été initié par l'UTS et a bénéficié du soutien des expériences individuelles d'enseignants depuis 2010. ",en quelle année ifoad a vu le jour ?
Historique,savoir quelle année ifoad jour,"L'Institut de Formations Ouverte à Distance a été créé dans le cadre du Plan stratégique 2013-2020 de l'Université Thomas Sankara (UTS), anciennement Université Ouaga II.
 Cette initiative visait à diversifier l'offre de formation de l'université en utilisant les technologies de l'information et de la communication pour offrir des formations à distance, tant diplômantes que certifiantes.
 Le projet a été initié par l'UTS et a bénéficié du soutien des expériences individuelles d'enseignants depuis 2010. ",en quelle année ifoad a vu le jour ?
Historique,donne moi la année ifoad jour,"L'Institut de Formations Ouverte à Distance a été créé dans le cadre du Plan stratégique 2013-2020 de l'Université Thomas Sankara (UTS), anciennement Université Ouaga II.
 Cette initiative visait à diversifier l'offre de formation de l'université en utilisant les technologies de l'information et de la communication pour offrir des formations à distance, tant diplômantes que certifiantes.
 Le projet a été initié par l'UTS et a bénéficié du soutien des expériences individuelles d'enseignants depuis 2010. ",en quelle année ifoad a vu le jour ?
Historique,savoir quel context ifoad été créé,"Plan stratégique de l'Université Thomas Sankara (UTS):La création de l'IFOAD s'inscrit directement dans le Plan stratégique 2013-2020 de l'Université Thomas Sankara (UTS) (qui était alors l'Université Ouaga II).
 Axe stratégique : L'objectif était de mettre en œuvre l'axe 2 du plan, consacré à l'amélioration de la qualité des programmes d'enseignement et à la mise en place du système LMD (Licence-Master-Doctorat). ",dans quel context l'ifoad a été créé
Historique,quel context ifoad été créé !,"Plan stratégique de l'Université Thomas Sankara (UTS):La création de l'IFOAD s'inscrit directement dans le Plan stratégique 2013-2020 de l'Université Thomas Sankara (UTS) (qui était alors l'Université Ouaga II).
 Axe stratégique : L'objectif était de mettre en œuvre l'axe 2 du plan, consacré à l'amélioration de la qualité des programmes d'enseignement et à la mise en place du système LMD (Licence-Master-Doctorat). ",dans quel context l'ifoad a été créé
Historique,quel context ifoad été créé,"Plan stratégique de l'Université Thomas Sankara (UTS):La création de l'IFOAD s'inscrit directement dans le Plan stratégique 2013-2020 de l'Université Thomas Sankara (UTS) (qui était alors l'Université Ouaga II).
 Axe stratégique : L'objectif était de mettre en œuvre l'axe 2 du plan, consacré à l'amélioration de la qualité des programmes d'enseignement et à la mise en place du système LMD (Licence-Master-Doctorat). ",dans quel context l'ifoad a été créé
Historique,je veux savoir quel context ifoad été créé,"Plan stratégique de l'Université Thomas Sankara (UTS):La création de l'IFOAD s'inscrit directement dans le Plan stratégique 2013-2020 de l'Université Thomas Sankara (UTS) (qui était alors l'Université Ouaga II).
 Axe stratégique : L'objectif était de mettre en œuvre l'axe 2 du plan, consacré à l'amélioration de la qualité des programmes d'enseignement et à la mise en place du système LMD (Licence-Master-Doctorat). ",dans quel context l'ifoad a été créé
Historique,quel context ifoad été créé?,"Plan stratégique de l'Université Thomas Sankara (UTS):La création de l'IFOAD s'inscrit directement dans le Plan stratégique 2013-2020 de l'Université Thomas Sankara (UTS) (qui était alors l'Université Ouaga II).
 Axe stratégique : L'objectif était de mettre en œuvre l'axe 2 du plan, consacré à l'amélioration de la qualité des programmes d'enseignement et à la mise en place du système LMD (Licence-Master-Doctorat). ",dans quel context l'ifoad a été créé
